"id","Tweet","Stance","Set","screen_name","user_id","date","POS"
"856591087405850626","""Marine Le Pen propose un projet de renfermement de la France sur elle-même"" @BGriveaux porte-parole d'… https://t.co/WIdHJKsmD0","AGAINST","Test","Pantchoa","35544006","2017-04-24 19:30:04",
"856592134144708610","Faudra pas dire bip quand Marine le pen elle sera comme ça a faire des attentats jusquau 2 ieme tour pour recuperer… https://t.co/Nz0jRTRZRF","AGAINST","Test","Khadree","344244023","2017-04-24 19:34:14",
"856592541835198464","Dans ma ville y 44,5 % des personnes qui ont voté le pen on est devant henin Beaumont , J ai honte ....","AGAINST","Test","Nyalou_draconis","2187762765","2017-04-24 19:35:51",
"856593041129426944","Le Pen en tête à #Annezin, colère du maire : ""il est possible que je démissionne car je ne veux pas consacrer ma vi… https://t.co/S4DAjx2b48","AGAINST","Test","nicoosgr","1944779538","2017-04-24 19:37:50",
"856602833533186049","""Pas Le Pen, pas Le Pen, pas Le Pen !"" #JeVote #Avote #ElectionPresidentielle2017 https://t.co/HZoBZXjMY4","AGAINST","Test","florinelgle","4821998560","2017-04-24 20:16:45",
"856603140120080384","Faut choisir entre Marine Le Pen et Emmanuel Macron ? #Présidentielle2017 #JLMForever #RT #Macron #LePen… https://t.co/Dn5Ac4Vele","NONE","Test","hogwxrts","320220285","2017-04-24 20:17:58",
"856621747491278849","Pour Karim Ouchikh, un seul choix pour la France : Marine Le Pen https://t.co/Z6IxrZwawo","FAVOUR","Test","Barberis888","1166130295","2017-04-24 21:31:54",
"856628557090521088","+ 3 millions de voix, 3 fois plus que Le Pen et les autres en chute libre. JLM2017 et #LesInsoumis sont les meilleu… https://t.co/dlPsgisYXw","AGAINST","Test","Opale76","940126944","2017-04-24 21:58:58",
"856692700619386880","Les gens ils mbuttent à dire ""Ni LePen Ni Macron"" en mode y'a Superman qui va apparaître pour être candidat ce sera un des 2 donc Macronez.","AGAINST","Test","Pso_Boss","405027347","2017-04-25 02:13:51",
"856702100344123392","On veut donner à voir (et se convaincre) que le racisme n'est pas structurant dans notre pays. Mais 15 millions ont voté pour Fillon/Le Pen.","AGAINST","Test","LightSmokeArt","748201689761591296","2017-04-25 02:51:12",
"856731901125689344","França: Henin-Beaumont, a cidade onde Marine Le Pen conquistou 46,5% dos votos https://t.co/POkG5faQ3G","NONE","Test","ideiagroup","4385074263","2017-04-25 04:49:37",
"856741043110387712","Le @FN_officiel veut taxer tous les produits importés. C'est une TVA Le Pen qui est désastreuse pour le pouvoir d'achat. #GrandSoir3","AGAINST","Test","ZachChrm","4844556311","2017-04-25 05:25:56",
"856753475782410240","Ça vote Le Pen pour toucher la Youtube Money maintenant. https://t.co/dIlyKQWUlO","AGAINST","Test","Pichukulele","2309894702","2017-04-25 06:15:20",
"856758112044417024","Une ex-ministre et coordinatrice de la campagne de Fillon votera Le Pen pour ""battre Macron"" https://t.co/s6Ca4gxXZn https://t.co/eKhkbeUTod","FAVOUR","Test","DirectSudActu","774962876993929216","2017-04-25 06:33:46",
"856783772766818304","@RMCinfo @benoithamon ""J'ai voté et je revoterai Le Pen pour sortir de l'Europe, réguler la concurrence"" Mehdi ????, c… https://t.co/Vgj9lzjXRA","FAVOUR","Test","AntiJournalopes","838507596038422535","2017-04-25 08:15:44",
"856791613384912897","Marine Le Pen: ""Quand Hollande appelle à voter Macron, tout le monde a envie de voter Le Pen""… https://t.co/DS7mqYFMIC","FAVOUR","Test","christiane31081","852198443212820480","2017-04-25 08:46:53",
"856793807643226112","@nnesabourin Marine Le Pen jamais! Macron pas du tout ! https://t.co/Bvt7eA8b2J","AGAINST","Test","TrumpPotus_45","2217311312","2017-04-25 08:55:36",
"856813738594152448","Marine Le Pen au 2e tour: pourquoi ça ne nous fait plus rien (en apparence) https://t.co/0QjCUaGY4A #News https://t.co/bHYtd6oJk4","AGAINST","Test","24NewsLive","1596687186","2017-04-25 10:14:48",
"856820379918249984","Christine Boutin appelle à voter Marine Le Pen. Ce qui restait de dignité à Christine Boutin vient donc de décéder avant Jacques Chirac.","AGAINST","Test","JustAGayDreamer","3073393384","2017-04-25 10:41:12",
"856826271191359488","Le Pen e Macron homenageiam policial morto em ataque na Champs-Elysées, em Paris https://t.co/wfFUSnoKPC","NONE","Test","fabriciomoraes9","338066686","2017-04-25 11:04:36",
"856852934155534337","A Courcerac, Le Pen, Mélenchon et Macron sont à égalité: ""les gens en ont marre que l'on se moque d'eux"" cc… https://t.co/ll7FesxtSg","NONE","Test","binbin_hernu","4619070748","2017-04-25 12:50:33",
"856884534494863361","L'appel aux Insoumis de l'un des leurs à voter Macron contre Le Pen, sans hésiter ni barguigner @MediapartLeClub https://t.co/MYD8vPVy8O","AGAINST","Test","ederntal","14789295","2017-04-25 14:56:07",
"856890623659528193","Boutin annonce qu’elle votera Le Pen pour affaiblir Macron https://t.co/YiDdw1Uck9 https://t.co/KvTExns9Ae","FAVOUR","Test","MarieCaes","841424005047427072","2017-04-25 15:20:19",
"856899493639467008","???? GRAND MEETING À VILLEPINTE - Lundi 1er mai à 12h, venez nombreux assister au grand meeting de Marine Le Pen à Vil… https://t.co/Lfc8ONnbdi","FAVOUR","Test","ElyseeMarine","1101476665","2017-04-25 15:55:34",
"856904524866441216","50/50 nouvel épisode #laboiteàgants https://t.co/jgTCwEvUGj  #MLP2017 #EM2017 #macron #lepen #webserie… https://t.co/mT4yHTp4T3","NONE","Test","VincentRoubeau","358063551","2017-04-25 16:15:33",
"856909771005407233","Cette droite qui fait sa mijoree devant #Macron et qui minaude devant @ Le Pen me donne envie de vomir....","AGAINST","Test","tonfanch","707704496","2017-04-25 16:36:24",
"856911045910200320","""Les candidats au deuxième tour sont Emmanuel Macron et Marine Le Pen"" https://t.co/wLDVZoXFqT","NONE","Test","JunkieJojo","3198367145","2017-04-25 16:41:28",
"856915102901186560","Sondage : Le Pen 23% et Macron 92% au 2nd tour, n'allez pas votez les frontistes SVP https://t.co/oFae8j4eyN https://t.co/yJ7s35ybiw","AGAINST","Test","BuzzBeed","830222438982103040","2017-04-25 16:57:35",
"856915569525874688","J'hallucine ca fait les anti-fa sur Twitter mais c'est prets à s'abstenir &amp; à risquer Le Pen je vais tous vous unfollow 1par1 #SansMoiLe7Mai","AGAINST","Test","andrequillevere","449592188","2017-04-25 16:59:27",
"856915622936096768","Vous pouvez voter Marine Le Pen y'a pas de problème mais si demain les kebab il coûte 12,50 € wllh faut pas venir pleurer","AGAINST","Test","Kid30344556","856703769911992321","2017-04-25 16:59:39",
"856923490578026496","Jean-Marie Le Pen estime que la campagne de sa fille était trop✌️cool✌️

On n'a pas du voir la même... https://t.co/Wa6UZA7HH0","AGAINST","Test","iamlnax","430982502","2017-04-25 17:30:55",
"856928831952781312","#sortonslepen PAS DE PLACE POUR LA HAINE https://t.co/mTOqUAE1Ve","AGAINST","Test","MelodyNelson81","68294982","2017-04-25 17:52:09",
"856946357826924544","Marine Le Pen n'a pas serré la main au compagnon de #XavierJugelé. Elle qui rendra les homos citoyens de seconde zone si elle est élue. ????????","AGAINST","Test","EtienneMarc","75639868","2017-04-25 19:01:47",
"856954958851309569","Marine Le Pen sans les muslim on dirait elle vit pas Wsh toute sa vie c'est l'Islam cette grosse folle","AGAINST","Test","Ines_Frhne","2310230730","2017-04-25 19:35:58",
"856955309331550208","deja marine le pen elle veut nettoyer la france des immigrés mais elle arrive mm pas nettoyer ses dents :/","AGAINST","Test","Themisslay242","1383922993","2017-04-25 19:37:21",
"856960567029923840","@daniel_chetman @ThomasGallezot @SabineBaud @TeamIsaAttard si tout le monde fait comme vous, le pen passera et ça s… https://t.co/VFYobh1gyJ","AGAINST","Test","lacagedalice","503641279","2017-04-25 19:58:15",
"856961595708243968","Marine Le Pen l'europhobe face à Emmanuel Macron l'europhile. Un choix que les marchés ont déjà fait. https://t.co/T7H07Il7pz","AGAINST","Test","ikolaci","103650846","2017-04-25 20:02:20",
"856963480615870465","votre pote marine le pen qui s'dit fervente défenseuse du droit de la femme mais qui vote contre la parité homme-femme au parlement européen","AGAINST","Test","LePanDaBoy","812243842904784896","2017-04-25 20:09:50",
"856964894570184704","Ma priorité est d’apaiser notre pays plein de doutes. Je veux convaincre les Français de voter pour moi, pas seulement contre Madame Le Pen.","AGAINST","Test","AngelsMarquise","841621823498379264","2017-04-25 20:15:27",
"856970977934233602","#DESINTOX Non M.Le Pen, Emmanuel Macron n'est pas pour moins de sécurité sociale, il est pour plus de protection au… https://t.co/paHpesg7WS","AGAINST","Test","abfaure","453391406","2017-04-25 20:39:37",
"856973580290142208","Marine Le Pen a installé un négationniste à la tête du FN.
Il est temps de prendre nos responsabilités.… https://t.co/xPpzygVN4H","AGAINST","Test","moystard","87845287","2017-04-25 20:49:57",
"856976940825280515","Votez Le Pen c est accepter au quotidien ce genre de scène. https://t.co/klMdpRrC1G","AGAINST","Test","Flxrx5","753718973145948160","2017-04-25 21:03:19",
"856977989208334337","Marine Le Pen tweet #JeSoutiensLaPolice mais cache son portable dans son soutien-gorge et nargue les policiers venu… https://t.co/WvTcgriT73","AGAINST","Test","Sassa243","814825855","2017-04-25 21:07:29",
"856978659755913216","Interviewée pendant 1h30 sur @TF1, Marine Le Pen n'a pas eu à répondre à UNE SEULE question sur les affaires. Incroyable. #elysee2017","AGAINST","Test","schydlowski1","566700592","2017-04-25 21:10:09",
"856998349022654466","Les soutiens des cadres locaux LR s'enchaînent pour Marine Le Pen. https://t.co/yr8AbBBUlT","FAVOUR","Test","soso13390","4185002991","2017-04-25 22:28:23",
"857002349528788993","J'vois partout des vidéos qui décrédibilisent Macron, d'accord perso jsuis pas pour lui de base. Mais n'oubliez pas que en face c'est Le Pen","AGAINST","Test","juliettedev_","767387539","2017-04-25 22:44:17",
"857008275736461312","La Guyane ils jouent aux grands révolutionnaires qui bloquent le pays pour aller voter Le Pen à plus de 24%. Foutez-moi la paix hein.","AGAINST","Test","Laurvnne","3837403773","2017-04-25 23:07:50",
"857014140770160640","@AmyMek @SteveMotley Vive Le Pen ????????","FAVOUR","Test","FranBarreraReal","827668238288961540","2017-04-25 23:31:08",
"857033222378717186","«J'ai voté Mélenchon par conviction mais je voterai Le Pen au 2ème tour» @BFMTV https://t.co/g0ejd4W6xP https://t.co/q2QVcwKvAQ","FAVOUR","Test","libreactus","2813736338","2017-04-26 00:46:57",
"857050785015898112","Ta grand-mère vote FN ?
Tu cherches à limiter le score de Le Pen au second tour ?

Il existe des solutions. https://t.co/yfCcySOP8M","AGAINST","Test","LadyChocolate97","2787136349","2017-04-26 01:56:45",
"857053695485325314","@lu_la_by @SpecialAirCaKe Absitiens-toi lulaby ! Si Le Pen est présidente elle sera bloquée aux légaslatives. Et au… https://t.co/yyvVcwVOZw","AGAINST","Test","LesNerfsOn","2429940148","2017-04-26 02:08:18",
"857123117910695936","Je vote Marine Le Pen le 7 mai !  #Marine2017 #ElectionsPresidentielles2017","FAVOUR","Test","DreamPerfect_","1317152702","2017-04-26 06:44:10",
"857131182416384001","Marion_M_Le_Pen: RT lavoixdunord: Lécluse : Marion Maréchal Le Pen a chauffé à blanc un public tout acquis à sa cause #Presidentielle2017… …","FAVOUR","Test","avignondemain","2535045380","2017-04-26 07:16:13",
"857132281709854724","Marine Le Pen. Formidable. Déplacez vos trucs dans le Palais de l'Élysée! ???????? https://t.co/Q4YIBnWQkE","FAVOUR","Test","RichardTrubacek","4578923921","2017-04-26 07:20:35",
"857138376977383424","voter marine le pen https://t.co/88o5yN1vYV","FAVOUR","Test","penotclaudia1","2953005195","2017-04-26 07:44:48",
"857156332843147266","Non Marine Le Pen, @EmmanuelMacron ne voit pas que les centre-villes ! https://t.co/lRQGdtA0Jd","AGAINST","Test","LavaurEM","821058704254570496","2017-04-26 08:56:09",
"857194530067673088","Avec Marine le Pen , je décide de choisir la France ???????? https://t.co/1iXouYDODb","FAVOUR","Test","Stan_fr01","1745292709","2017-04-26 11:27:56",
"857198540476612608","La diff' entre Macron/Le Pen c que lui est en reunion sérieuse avc les syndic #Whirlpool ps à se pavaner devnt les… https://t.co/Ly9Z0mp7OB","AGAINST","Test","EricDuf","14924643","2017-04-26 11:43:52",
"857202431440105472","Pendant que Le Pen prend des selfies avec les salariés de #Whirlpool, Emmanuel Macron construit les solutions avec les délégués syndicaux","AGAINST","Test","akatiario","308959237","2017-04-26 11:59:20",
"857203836246786049","@Anaphi06 @gmelody1 @partisocialiste Je comprends. Mais je reste persuadé que la menace Le Pen est bien réelle. Il… https://t.co/sZDaNuFYEw","AGAINST","Test","mongarsbruno","1286893346","2017-04-26 12:04:55",
"857204034377220096","Gilles, policier: ""les valeurs de Marine Le Pen, ce sont celles de la police"" https://t.co/87PBSmjmCo via @RMCInfo","FAVOUR","Test","JayFR34","814267976694321152","2017-04-26 12:05:42",
"857206495859134465","Marine Le Pen est ""un peu le Tanguy de la politique"" 
Comment Nicolas Bay du FN, parlait de Marine Le Pen et de son… https://t.co/cXoMoKaa3Y","AGAINST","Test","oediperoi1","3222623040","2017-04-26 12:15:29",
"857217857146548224","""Marine Le Pen propose une TVA à 23%. Le projet de Marine Le Pen c'est un projet qui détruit le pouvoir d'achat"" @EmmanuelMacron #whirlpool","AGAINST","Test","Xav_Neuner","113288056","2017-04-26 13:00:38",
"857230368222695424","Hervé Le Bras : « Le malaise social n’est pas la seule cause du vote Le Pen » https://t.co/d4aZFAT8lr","FAVOUR","Test","fannydouche","2421831079","2017-04-26 13:50:21",
"857235314670284800","Présidentielle : ""Marine Le Pen dit tout haut ce que tout le monde pense tout bas"" https://t.co/d1hS5CBqrG","FAVOUR","Test","Alex1179D","2303858696","2017-04-26 14:10:00",
"857240402486808576","Un salarié Whirlpool : « Marine Le Pen a toujours été derrière nous, Macron n’a jamais rien fait » https://t.co/U8x3bmegw7 via @f_desouche","FAVOUR","Test","abfondation","713672433383903232","2017-04-26 14:30:13",
"857242734624731136","À #Whirlpool, Macron arrive sous les sifflets, repart sous les remerciements pour ses réponses concrètes
Contraste avec les selfies de LePen","AGAINST","Test","94Zabre","828928783046569984","2017-04-26 14:39:29",
"857243998427152384","#presidentielle2017 #lePenJamais 7,7 millions de voix pour #LePen protégez votre dites STOP ⛔ aux virus… https://t.co/YEpx0fMWiq","AGAINST","Test","Amok_60","2306357913","2017-04-26 14:44:30",
"857251508278226944",".@RaquelGarridoFI Ce n'est pas Macron qui a fait baisser Le Pen, c'est nous. Chez les chômeurs, les jeunes, ça c'est la lutte contre le #FN","AGAINST","Test","danielther","410236872","2017-04-26 15:14:21",
"857253098775085057","Un salarié #Whirlpool : ""Marine Le Pen a toujours été derrière nous, #Macron n'a jamais rien fait."" https://t.co/fl9uJLboIQ","FAVOUR","Test","SuisseLaMoi","759503159207354368","2017-04-26 15:20:40",
"857254439165603840","@JLMelenchon Il y avait point commun des candidats à Noms à lettres ""on"", et il y a Fillon Le Pen Valls où on pense à ""un con ça ose tout"" ?","AGAINST","Test","ELLETW6","835129836360384513","2017-04-26 15:25:59",
"857260182140747776","Quand Marine Le Pen parle de ""rassembler un maximum de monde"", elle pense pas au Vél d'Hiv j'espère ?","AGAINST","Test","Zak_Ouni","2874116662","2017-04-26 15:48:49",
"857262895268327424","Comme elle a préféré faire des selfies plutôt que de parler de la situation de #Whirlpool Marine Le Pen publie un c… https://t.co/3kMaBpY5AT","AGAINST","Test","laurebretton","168667495","2017-04-26 15:59:36",
"857269910061424641","Marine Le Pen peut faire son numéro de claquettes devant les salariés de #Whirlpool, les solutions pérennes sont chez @EmmanuelMacron","AGAINST","Test","Roux__Antoine","759263358","2017-04-26 16:27:28",
"857276569378844674","Le Pen n'y connaît rien au business si ce n'est son business familial. Macron s'y connu bien mieux qu'elle. #Whirlpool","AGAINST","Test","sebasqien","1979395890","2017-04-26 16:53:56",
"857279297844764672","""Quiconque prétend que le programme de Le Pen est proche de Mélenchon fait objectivement la campagne du FN""… https://t.co/sdQ5Wo4wNJ","AGAINST","Test","French_Baburaj","3552528980","2017-04-26 17:04:46",
"857279839648313344","Si si, Marine Le Pen, vous êtes bien la candidate du Front National (ex Ordre Nouveau) parti d'extrême droite créé… https://t.co/Mb59e7KtwS","AGAINST","Test","TEDDY_A_N","831909109","2017-04-26 17:06:55",
"857280931618488320","Je vais commencer un thread sur Marine Le Pen et ses militants, histoire de pas vous faire oublier que le FN c'est : https://t.co/yncdTHDJvx","AGAINST","Test","Yanis_68","3248531589","2017-04-26 17:11:16",
"857293261861507073","Le 7 mai 2017 vous allez faire quoi ? #elysee2017 #LePen #macron #Presidentielle2017","NONE","Test","brassardpatric1","583427140","2017-04-26 18:00:16",
"857303463260278788","""Je ne laisserai pas une once du territoire de France à Mme Le Pen"" EmmanuelMacron #MacronArras

— Jeunes avec Macron (JeunesMacron) April …","AGAINST","Test","bchaudcarr","1458716720","2017-04-26 18:40:48",
"857307073037598720","Marine le Pen sur TF1, hier.
Une heure.
Six intox. 
Le tarif habituel.
https://t.co/bYqDpcK999","AGAINST","Test","sophieleihpos","4729500076","2017-04-26 18:55:08",
"857321630040817664","Ce patron d’un bar réservé aux personnes « de race blanche » est le bienvenu au meeting de M. Maréchal-Le Pen.… https://t.co/1wGx2ESxd9","AGAINST","Test","Ryton75","697595717842571269","2017-04-26 19:52:59",
"857324150821720065","Dans sa chronique, censurée selon lui, il défendait le point de vue des abstentionnistes refusant de choisir entre Macron et Le Pen","NONE","Test","jazzyaym","2825789963","2017-04-26 20:03:00",
"857340699368357892","#Whirlpool: devant les salariés sur le site d'Amiens, duel à distance entre Le Pen et Macron #Presidentielle2017… https://t.co/wc3L3j02ys","NONE","Test","nekoya_3","780020227","2017-04-26 21:08:46",
"857350080231346177","@Vergnaud @jsferjou haha #whirlpool n a fait que réveiller #macron maintenant #lepen a peur de sa colere ..
marine tremble","AGAINST","Test","Nhnhva","568171383","2017-04-26 21:46:02",
"857350471467577344","En mettant un signe égal entre Mélenchon et Le Pen, les imbéciles ont aidé Le Pen. A qd leur examen de conscience? https://t.co/L4zEGs4dQN","AGAINST","Test","AtonAha","2737710932","2017-04-26 21:47:35",
"857354238833418241","Madame Le Pen veut faire vivre cette fracture politique en attisant les haines, mais en n’apportant aucune réponse.… https://t.co/rV1aJswGPI","AGAINST","Test","Trundlelin","80016892","2017-04-26 22:02:34",
"857354775951757313","À méditer... #macron #MarineLePen #2emeTour #deuxiemetour #ElectionsPresidentielles2017 https://t.co/EpN7hijjQ6","NONE","Test","4litanglilou67","2976782548","2017-04-26 22:04:42",
"857368083077488640","""Je n'en veux pas"", Emmanuel #Macron s'emporte en meeting contre Marine Le Pen https://t.co/rxZz3PXNbA","AGAINST","Test","dagot_me","452180055","2017-04-26 22:57:34",
"857477493909053440","@gerardfiloche vous prévoyez de donner des conseils à Le Pen ?","NONE","Test","burlotmarion","317076760","2017-04-27 06:12:20",
"857485975735480321","Présidentielle : moins d'un Français sur trois satisfait par le duel Macron-Le Pen https://t.co/rQHfVOvZxt https://t.co/2vWC16UPQo","NONE","Test","yvesdamecourt","114222231","2017-04-27 06:46:02",
"857500384503398400","Sur #terre et sur #mer,
Marine Le Pen choisit la #France! 
@MLP_officiel avec les #pêcheurs au Grau du Roi https://t.co/iYXS9x16OZ","FAVOUR","Test","tetelle1973","1364993785","2017-04-27 07:43:17",
"857510204853944320","#LePen / #Macron...
Lisez avant d'élire !
@Reinette2point0 par Sébastien #NADOT
Une Présidente qui devient folle...… https://t.co/5xcBjIzzxD","AGAINST","Test","ariegenadot2017","782463438538801152","2017-04-27 08:22:19",
"857511929773993984","MYTHO : Marine Le Pen ment en direct à la télé, et se fait reprendre par le journaliste.
https://t.co/S3R5KqLdOM","AGAINST","Test","KairiCraizy","3038916916","2017-04-27 08:29:10",
"857547408871477248","Madame le pen se promène à la pêche. Bonne promenade. La sortie de l Europe qu elle propose c est la fin de la pêche française. Pensez y. EM","AGAINST","Test","badgalsrh","1327531051","2017-04-27 10:50:09",
"857561111075459072","Marine Le Pen est ce matin au Grau-du-Roi dans le Gard. Elle sera ce soir en meeting à Nice. https://t.co/s4r8KZUGeL","FAVOUR","Test","Naturel77958047","801784926815350784","2017-04-27 11:44:36",
"857583828457725953","3600 migrants morts en 2016. Le Pen se cachait sous la jupe de Hollande ? https://t.co/gfOzFI7Wdn","AGAINST","Test","Tounute","800903502","2017-04-27 13:14:52",
"857614078235246592","Faudrait expliquer à tata Le Pen que la laïcité c'est pas la suppression de tous les rites religieux non-chrétiens.","AGAINST","Test","Piccadilly_Girl","357391905","2017-04-27 15:15:04",
"857630771678519296","#Macron acclamé dans la ville de #Sarcelles ! Étrangement #Lepen n est pas venue faire des selfies . A t elle peur des quartiers ?","AGAINST","Test","Philippe4Macron","837043040183283712","2017-04-27 16:21:24",
"857630948241920000","Le 2ème tour #Macron / #LePen : les politiques économiques du premier engendrent l'horreur programmatique du second
https://t.co/SZgBdrwdof","AGAINST","Test","Vukuzman","250657766","2017-04-27 16:22:06",
"857631088180686848","Avt on félicitait @anne_sinclair de ne pas recevoir Le Pen, maintenant on blâme @AudreyPulvar d'appeler à voter conte sa fille. #pulvar","AGAINST","Test","Sergemassau","707860929426407426","2017-04-27 16:22:40",
"857642896564027394","Si Macron est le fils caché de Hollande, n'oubliez jamais que Marine est la vraie fille de Jean Marie Le Pen.","AGAINST","Test","hptcjay","723598337404985344","2017-04-27 17:09:35",
"857646904431300609","En une semaine
-6 pour #Macron
+6 pour #LePen 
Et si on discutait de l'irresponsable stratégie de #Macron ?… https://t.co/YHtVF7VAjR","FAVOUR","Test","yann_drareg","2895233165","2017-04-27 17:25:30",
"857648414804373504","si vous vous abstenez ou que vous votez blanc ça revient à voter Le Pen, c'est statistique. Qu'importe vos arguments le résultat sera le mm","AGAINST","Test","_bbskywalker_","2625796035","2017-04-27 17:31:31",
"857648896243314689","Y'a 6 mois vous vous êtes tous foutus de la gueule des États-Unis avec Trump et vous êtes sur le point de faire la même erreur avec Le Pen","AGAINST","Test","Amelly_br38","702860256406347776","2017-04-27 17:33:25",
"857665521373913088","Le Pen veut supprimer la naturalisation automatique par mariage... qui n'existe pas  https://t.co/rfrPoJfSYt #LeVraiFN #FN #7MaiContreLePen","AGAINST","Test","raiden1968","24388977","2017-04-27 18:39:29",
"857666913740181504","#PasUneVoixPourLeFN On a dit et répété que le programme économique de Marine Le Pen était le même que celui de JLM.","AGAINST","Test","Lacalas7","830708317945204736","2017-04-27 18:45:01",
"857675705945120768","@JonathanValette Faut peut être se concentrer et eviter d'ecouter madame le pen #elysee2017","AGAINST","Test","malik1384","4228522398","2017-04-27 19:19:57",
"857676146879717376","???? Marine Le Pen : ""Mon projet est extrêmement clair. Ceux qui ont voté pour moi, ont très bien compris ce que je pr… https://t.co/TVSlLO3x2b","FAVOUR","Test","ChoquetR08","541509186","2017-04-27 19:21:42",
"857676182980091905","DEAR FRANÇAIS BON COURAGE POUR LES ÉLECTIONS MOI JE ME LA BR0SSE A MIAMI ET AVEC ÉVIDENCE SANS LE PEN  SANS MON PEI… https://t.co/y16bnXasT1","AGAINST","Test","hausofgeoffrey","1274604745","2017-04-27 19:21:51",
"857686747215536129","M. Le Pen a rencontré des pêcheurs ? Non, UN pêcheur, ex-candidat FN aux régionales.

@ValentineOberti y était :
➡️… https://t.co/iyoI1sZoVw","AGAINST","Test","sxpert1","188063849","2017-04-27 20:03:50",
"857690384696324097","@RBMGard @GilbertCollard Pdt que nous les Français on crève, collard et le pen vont barboter en mer. Allez à la pêc… https://t.co/s7Mh8tEU5s","AGAINST","Test","amir_chtiba","2891731095","2017-04-27 20:18:17",
