attribution	1.7778	1.5833	1.2
alloué	1.5000	1.1429	1.2
permettre	2.3333	1.0000	1.4
allocation	2.5000	1.2857	2.6
allocations	2.7000	1.8462	1.8
permis	2.0000	1.3750	2.0
en permettant	1.7500	1.4286	1.4
permet	2.0000	1.9000	1.6
presque	1.5000	1.6667	1.8
seul	1.0000	1.4545	2.2
le long de	1.8571	1.5000	2.0
aux côtés de	1.8750	1.3636	2.2
à haute voix	2.0000	1.8889	1.8
déjà	1.7778	1.5000	1.4
bien	2.2000	1.5000	1.6
aussi	1.8000	1.3750	1.2
âge	1.7500	2.0000	2.6
modifié	1.6667	2.0833	2.0
alterner	1.8571	2.0000	1.8
alternative	1.7143	1.7000	1.8
alternatives	1.8750	1.7273	1.8
altère	1.5714	1.9000	2.4
bien que	1.8750	1.6364	1.4
tout à fait	2.5000	2.1111	2.2
aluminium	1.5000	1.4286	3.0
toujours	2.0000	1.3333	1.4
un m	2.2500	1.4286	1.0
amateur	1.0000	1.7143	2.6
émerveillé	2.5556	2.4167	2.0
stupéfaction	2.4286	2.3000	2.2
incroyable	2.2500	2.0000	1.6
ambassadeur	2.1429	1.9000	2.8
ambiguïté	1.4000	1.2500	1.4
ambigu	1.5000	1.6364	1.4
ambition	2.2000	2.0000	1.8
ambitions	2.8000	2.2500	1.6
ambitieux	2.1250	2.5000	1.4
amen	2.5000	2.3333	2.4
modifié	1.6667	1.5000	1.0
amendement	1.6000	1.6000	1.6
amende	2.2500	1.6667	1.6
américain	1.5714	2.0000	3.0
amiable	2.2000	1.5000	1.2
parmi	1.7778	2.0000	1.0
munition	1.0000	2.3333	2.6
amnésie	1.0000	1.6250	2.4
parmi	1.8333	1.6667	1.6
montant	1.6667	1.7778	2.8
les montants	1.5714	2.0000	2.6
ample	2.3333	2.1111	1.8
amputé	1.0000	2.8333	3.0
amusant	3.0000	2.6250	2.6
un	1.5000	1.5000	1.0
anémie	1.4000	2.0000	1.0
analogie	1.5714	1.5714	1.2
analyses	1.5000	2.3333	1.2
une analyse	2.0000	2.0000	1.4
analytique	1.4286	1.5714	1.0
analyser	1.7143	2.4286	1.0
analysé	1.6667	2.1667	1.0
ancre	1.7143	1.8571	3.0
ancré	1.7273	1.5455	2.2
ancien	1.7143	1.4286	2.8
et	1.6667	1.5556	1.0
et / ou	1.7143	1.8571	1.0
ange	2.8333	2.3333	3.0
anges	2.3333	2.3333	3.0
colère	1.0000	2.8889	2.0
en colère	1.0000	1.8750	2.0
angle	1.7143	2.0000	2.8
angles	1.5000	1.2500	2.6
anglican	2.1111	1.8889	1.6
anglo-saxon	1.8889	1.7778	1.6
plus en colère	1.0000	2.8750	2.2
en colère	1.0000	2.5000	2.8
angulaire	1.3333	1.6667	1.0
animal	2.2500	2.2500	3.0
animaux	2.3750	2.5000	3.0
annihiler	1.1111	2.4444	1.6
anniversaire	3.0000	2.0000	2.4
annoncer	1.8750	2.3750	1.8
annoncé	1.8571	2.1429	2.0
annonce	2.0000	2.0000	2.0
ennuie	1.1667	2.8333	1.4
annuel	1.6667	1.3333	1.4
annuellement	1.9000	1.6000	1.2
anonyme	1.5714	1.5714	1.0
un autre	1.6250	1.7500	1.0
répondre	2.0000	2.2000	1.8
a répondu	2.1250	2.1250	1.8
répondre	1.5714	2.2857	1.8
réponses	1.8889	1.8889	1.8
antenne	1.7778	1.8889	3.0
anti	1.0000	2.0000	1.0
antisémitisme	1.3750	2.5000	1.0
anti-esclavage	1.4286	2.8333	1.6
anticiper	2.0000	2.0000	1.8
anticipé	2.1429	1.7143	1.2
anticipation	1.6250	2.2500	2.0
déception	1.3000	1.8000	1.2
antique	1.9000	1.3000	3.0
anxiété	1.0000	2.8000	1.4
anxieux	1.0000	2.5000	1.8
tout	1.4000	1.4000	1.0
n'importe qui	1.9091	1.8182	1.2
de toute façon	1.3333	1.5000	1.0
n'importe qui	1.4000	1.4000	1.2
n'importe quoi	1.5714	1.8571	1.2
en tous cas	1.5714	1.7143	1.0
de toute façon	1.5556	1.6667	1.0
nulle part	1.7500	1.6250	1.2
une part	1.1111	2.1111	2.8
appartement	1.5714	2.1429	3.0
appartements	1.5000	1.9000	3.0
s'excuser	1.8333	2.3333	1.4
s'excuse	2.0000	2.6667	1.6
s'excuser	2.0000	2.1111	1.6
appareil	1.7000	1.8000	1.6
apparent	1.7500	1.8750	1.0
apparemment	1.7500	1.8750	1.0
charme	1.6667	2.3333	1.0
fait appel	1.7500	2.2500	1.4
attirant	2.2222	2.7778	1.6
appels	2.1429	2.1429	1.0
apparaître	1.6000	1.8000	1.4
apparence	2.1429	2.1429	2.2
les apparences	1.6000	1.8000	2.4
apparu	1.6000	1.6000	1.6
apparaissant	2.1000	2.2000	1.4
apparaît	1.8750	1.6250	1.8
annexe	1.2000	1.4000	1.4
appétit	2.0000	2.2500	2.0
apéritif	2.3333	2.0000	2.8
applaudissements	1.7778	2.8889	3.0
applicable	1.5000	1.3333	1.2
candidats	1.5000	2.1667	2.4
application	1.7500	1.8750	2.0
applications	1.5000	2.3333	2.0
appliqué	1.5000	1.6667	1.4
s'applique	1.4000	1.6000	1.2
appliquer	1.8333	2.0833	1.2
appliquant	1.8571	2.0000	1.2
rendez-vous	1.3333	2.0000	2.0
apprécier	2.6667	2.1111	1.6
apprécié	2.6667	1.8333	1.2
appréciation	2.8750	1.7500	1.4
appréhension	1.3333	2.1667	1.6
inquiet	1.1111	1.7778	1.8
apprenti	1.5714	1.8571	2.2
approche	1.7778	2.1111	1.6
approché	1.6667	1.8333	1.8
approches	1.7778	2.0000	2.0
approchant	1.6667	2.0000	2.0
approprié	2.1000	1.7000	1.0
approprié	1.5714	1.5714	1.0
approbation	2.8333	2.3333	1.6
approuver	2.9091	2.2727	2.0
approuvé	2.7143	2.1429	1.8
approuvant	2.6667	2.0000	1.8
approximatif	1.5000	1.6667	1.4
approximativement	1.5714	1.4286	1.4
avril	2.5455	2.1818	3.0
apt	1.8571	1.7143	1.0
arbitraire	1.3333	2.2222	1.2
arc	1.5714	1.5714	2.4
arcane	1.3333	1.6667	1.0
cambre	1.4000	1.2000	3.0
archéologie	1.6667	1.8889	2.0
arqué	1.3333	1.6667	2.8
architecte	1.8571	1.7143	2.6
architecture	1.8333	1.8333	2.4
ardent	1.6667	2.1111	1.0
sont	1.6667	1.6667	1.0
région	1.6250	1.3750	2.0
domaines	1.5714	1.4286	2.0
aren * t	1.1667	1.3333	1.0
se disputer	1.0000	3.0000	1.4
argumenté	1.0000	2.8750	1.6
soutient	1.1111	2.8889	1.8
se disputer	1.0000	2.8571	2.0
argument	1.0000	2.6250	1.6
arguments	1.0000	2.5714	1.8
survenir	1.8333	2.0000	1.6
se pose	1.8333	1.8333	2.0
surgissant	2.0000	1.8333	2.0
arche	1.9091	1.4545	2.2
bras	1.7143	1.8571	3.0
armé	1.2500	1.8750	2.0
armées	1.3000	2.2000	2.8
bras	1.5000	2.0000	2.6
armée	1.1429	2.1429	2.6
s'est levé	2.1111	2.0000	1.4
autour	1.7778	2.0000	1.6
éveillé	2.2500	2.7500	2.6
organiser	1.6250	2.1250	1.4
arrangé	1.5000	1.8333	1.6
arrangement	1.6667	2.0000	2.4
arrangements	1.7143	1.8571	2.0
organisation	1.6250	2.3750	2.0
tableau	1.9000	2.1000	1.0
arrêter	1.4000	2.9000	3.0
arrêté	1.0000	3.0000	2.4
arrivée	1.5000	1.7500	2.4
arrive	1.6000	1.8000	2.0
en arrivant	2.2000	2.5000	2.2
arrogant	1.0000	2.6667	1.4
flèche	1.3333	1.6667	3.0
art	2.3333	1.8333	2.8
les artères	1.2857	1.8571	2.2
artère	1.7778	1.8889	1.8
article	1.8750	1.6250	2.6
articles	1.7778	1.6667	2.2
artificiel	1.4286	1.5714	1.4
artillerie	1.7000	2.1000	2.2
artiste	1.8333	2.5000	2.8
artistique	2.3333	2.6667	1.6
artistes	2.1250	2.6250	2.6
arts	2.7000	1.9000	2.8
comme	1.5000	1.5000	1.0
ascension	1.8750	2.1250	1.2
cendre	1.4444	1.2222	2.6
honteux	1.0000	2.3750	1.6
asiatique	1.8889	1.6667	2.6
de côté	1.7143	1.5714	1.6
demander	1.6000	1.8000	1.4
a demandé	1.5714	1.7143	1.4
demandant	1.4000	1.6000	1.4
demande	1.4000	1.8000	1.4
endormi	2.6000	1.5000	2.8
aspect	1.5714	1.5714	1.2
aspects	1.4000	1.2000	1.2
aspirations	2.7500	2.3750	1.6
en herbe	2.5000	2.1667	1.4
assassin	1.0000	2.7778	2.8
agression	1.0000	2.8571	2.6
assemblé	1.5000	1.6667	2.0
assemblages	1.7500	2.0000	1.8
assemblée	1.6667	2.0000	1.8
affirmer	1.6667	2.6667	1.2
a affirmé	1.6000	2.2000	1.4
assertif	1.9167	2.8333	1.4
évaluer	2.0000	2.0000	1.2
évaluation	1.5000	2.1667	1.4
les évaluateurs	1.6667	2.1111	1.4
les atouts	1.8333	2.0000	1.6
attribuer	1.8750	1.8571	1.4
attribué	1.3333	1.8333	1.4
affectation	1.2222	2.0000	2.4
missions	1.4286	2.0000	2.4
aider	2.3333	2.1111	1.6
assistance	2.0000	1.8333	1.6
assistant	2.0000	1.5556	2.4
assistants	1.8333	1.8333	2.4
associer	2.0000	1.6000	1.8
associé	1.7143	1.5714	1.8
associés	1.6667	1.5000	2.0
association	2.0000	1.6364	1.8
associations	1.7143	1.5714	1.6
assumer	1.5000	2.0000	1.0
assumé	1.3333	1.6667	1.0
en supposant	1.5714	1.7143	1.2
supposition	1.4545	2.0000	1.2
hypothèses	1.5714	1.7143	1.2
assurance	2.2222	2.2222	1.4
assure	2.1429	1.8571	1.6
assuré	2.0000	1.6667	1.6
assurant	2.0000	1.8000	2.0
astronomie	2.3333	1.7778	2.4
à	1.5000	1.5000	1.0
a mangé	2.1429	2.0000	2.2
athlétique	2.1667	2.5000	2.6
atlantique	1.6667	1.7778	2.6
atlas	1.7778	1.6667	3.0
atmosphère	2.3750	1.5000	2.6
atome	1.4286	2.0000	2.4
des atomes	1.3333	2.1667	2.4
attacher	2.1250	1.8750	1.8
attache	1.6250	1.5000	1.2
attaché	2.0000	1.6667	2.2
attaque	1.0000	2.5714	2.8
attaqué	1.0000	2.8571	2.4
attaques	1.0000	2.8571	2.6
atteindre	2.0000	2.3333	1.2
tentative	1.3333	2.1667	1.2
tenté	1.3333	2.0000	1.4
tenter	1.9000	2.3000	1.6
tentatives	1.2857	2.1429	1.6
attend	1.7500	1.7500	1.6
présence	1.8000	1.6667	2.0
attendant	1.7778	1.7778	2.0
a assisté	1.7143	2.0000	2.0
assistant	1.8889	1.7778	1.8
attention	1.7778	2.3333	2.0
grenier	1.5000	1.2500	3.0
attitude	1.6250	2.1250	2.0
attitudes	1.8333	2.5000	2.0
avocat	1.1667	2.3333	2.8
attirer	2.4286	2.8571	1.8
attiré	2.6667	2.4444	2.0
attraction	2.8000	2.9000	2.4
attrayant	2.6000	2.5000	2.6
attribué	1.6000	1.6000	1.4
les attributs	1.7500	1.7500	1.6
audience	2.0000	2.6000	2.8
audiences	2.1000	2.0000	2.8
auditorium	1.8333	2.0000	3.0
août	2.3333	1.8333	2.8
tante	2.3333	1.6667	3.0
aura	2.0000	1.7143	1.2
de bon augure	1.5556	2.0000	1.2
authentique	2.2857	1.4286	1.6
auteur	1.8889	1.5455	2.4
les autorités	1.4286	2.4444	2.8
autorité	2.1000	2.1667	1.8
autorisé	1.6667	2.1250	1.6
auteurs	1.6667	1.6250	2.6
auto	2.2222	2.1111	2.6
automatique	2.5000	2.0000	1.2
automatiquement	2.0000	1.8889	1.6
automobile	2.5000	2.3000	3.0
automobiles	2.1111	2.1818	3.0
autonomie	2.1250	1.7000	1.4
l'automne	1.8889	1.3636	3.0
disponibilité	2.5714	1.8889	1.2
disponible	2.1667	1.8750	1.6
avenue	2.0000	1.3333	2.4
moyenne	1.8000	1.2857	1.8
moyenne	1.6000	1.7143	1.4
moyennes	2.0000	1.5833	1.6
éviter	2.0000	1.6667	1.2
avocat	2.0000	1.0000	3.0
éviter	1.8750	1.7000	2.0
évité	1.5000	2.1250	2.4
en évitant	1.2222	2.0000	2.2
éveillé	1.8571	2.5556	2.8
prix	2.8333	1.7500	3.0
décerné	2.7500	2.3000	2.6
prix	2.5000	1.6250	2.6
conscient	2.1667	2.5000	1.6
conscience	2.2000	2.4286	1.8
un moyen	1.8333	1.6429	2.2
terrible	1.0000	1.7778	2.0
terriblement	1.0000	1.7500	1.4
gênant	1.0000	1.8182	1.8
éveillé	1.8333	2.1250	2.0
axe	1.8571	1.3333	2.4
toujours	1.6667	1.2500	1.0
bébés	2.7778	2.3636	3.0
bébé	2.7143	2.3333	3.0
garder les enfants	2.0000	2.3636	2.2
baby-sitter	2.0000	1.6250	3.0
baby-sitting	2.2000	2.3333	2.2
arrière	1.8333	1.3750	2.6
soutenu	1.8000	1.6667	1.6
contexte	2.1429	1.2222	2.6
dos	2.1667	1.5000	2.4
vers l'arrière	1.2727	1.4615	2.6
bacon	1.8571	1.5556	2.8
bactérien	1.3333	1.6250	2.4
mal	1.2857	2.1111	2.2
blaireau	1.5714	2.1111	2.6
blaireaux	1.3636	2.4615	3.0
mal	1.0000	1.6667	1.4
sac	1.8889	1.1818	3.0
des sacs	2.0000	1.2222	3.0
appâtage	1.5000	1.7500	2.4
cuire	2.0000	2.4286	3.0
boulanger	2.3333	2.1818	3.0
équilibre	2.1667	1.6250	2.2
équilibré	2.5714	1.8889	2.4
ballon	2.0000	2.0000	3.0
ballet	2.0000	2.3636	2.8
balistique	1.5556	2.7273	2.2
ballon	2.6250	1.9000	3.0
bulletin de vote	1.8571	1.5556	2.4
des balles	2.0000	1.8750	2.8
balivernes	1.3750	1.5000	2.6
bananes	2.3750	1.3000	3.0
b: et	2.0000	1.7273	2.6
bandé	1.7143	1.5556	1.4
bandes	1.6250	1.9000	2.6
banque	1.8571	1.7778	3.0
banquiers	1.8333	1.8750	2.8
banques	2.3333	1.6250	3.0
baptiste	1.5000	1.3750	1.8
baptisé	2.4000	2.0833	2.4
bar	2.4286	2.1111	3.0
barbecue	2.7500	2.6000	3.0
barbelé	1.2000	2.0833	2.2
juste	1.8889	1.2727	3.0
à peine	1.3750	1.4000	1.4
négocier	2.3333	2.6364	2.4
bargé	1.4444	2.0909	1.4
écorce	1.0000	2.0000	3.0
aboyait	1.2500	2.3000	2.2
enfants	2.0000	1.3750	3.0
baromètre	2.0000	1.6250	2.8
baroque	2.1429	1.4444	1.0
baril	1.8889	1.5455	2.8
barrières	1.4000	1.7500	2.4
bars	1.9000	1.8333	3.0
base	1.8000	1.2857	2.2
base-ball	2.2500	2.3333	3.0
basé	2.0000	1.1429	1.2
sous-sol	1.9000	1.3333	3.0
bases	2.0000	1.5000	2.0
de base	2.0000	1.2500	1.8
en gros	2.1667	1.3750	1.4
bases	2.0000	1.1250	1.8
base	2.2222	1.2727	1.2
panier	1.8571	1.4444	3.0
basse	2.2222	1.6364	2.2
connard	1.1429	2.2222	2.2
bâtards	1.5000	2.0833	2.2
un	1.6667	1.7500	3.0
une baignoire	2.5000	1.3750	3.0
baignade	2.7778	2.1818	2.4
salle de bains	1.9000	1.5833	3.0
bâton	2.1429	1.3333	2.4
batterie	1.7500	1.8000	3.0
battage	2.3000	2.5000	2.6
bataille	1.2500	2.7000	3.0
créneaux	1.4444	2.3636	2.0
hurler	1.4286	2.4444	1.8
baie	2.3333	1.1250	2.8
être	2.2857	1.3333	1.2
plage	3.0000	1.7143	3.0
échoué	2.0000	1.8571	2.6
des plages	2.3333	1.5455	2.8
faisceau	2.1429	1.5556	2.4
rayonné	1.8000	1.7143	1.6
poutres	2.3750	1.9000	2.4
ours	2.0000	2.0000	3.0
barbe	2.0000	1.2727	2.6
barbu	1.7143	1.4444	2.6
palier	2.0000	1.5000	1.8
ours	1.8571	1.7778	2.8
battre	1.3333	2.1250	1.4
battu	1.0000	2.1250	2.4
battement	1.2000	2.4286	2.4
beau	3.0000	1.6429	2.8
magnifiquement	3.0000	1.3333	2.0
beauté	2.8333	1.8750	3.0
les castors	2.2222	2.4545	3.0
devenu	2.0000	1.7500	1.2
car	1.7143	1.4444	1.2
devenir	1.6667	1.6250	1.6
devient	2.0000	2.0909	1.8
devenant	1.8571	2.1111	1.8
lit	2.3750	1.7000	3.0
chambre	2.1667	1.5000	3.0
des lits	2.3000	1.5833	3.0
abeille	2.0000	1.8750	3.0
du boeuf	1.9000	1.5000	2.8
été	1.5714	1.4444	1.2
bière	2.0000	1.5000	3.0
bières	2.3636	1.8462	3.0
abeilles	1.7143	1.8889	3.0
avant	1.8333	1.2500	1.4
quémander	1.0000	2.2222	2.8
a commencé	2.0000	2.2222	1.6
supplié	1.0000	2.5385	1.8
mendicité	1.0000	2.4444	2.6
commencer	2.2222	2.2727	1.8
débutant	1.8571	1.4444	2.4
début	2.1667	1.8750	2.2
commence	2.2000	2.0000	2.0
commencé	2.3333	2.1818	1.8
nom	1.8333	1.2500	1.2
se comporter	2.2857	2.0000	2.2
porté	2.1667	2.0000	2.0
comportement	2.0000	2.4545	2.2
derrière	1.4000	1.4167	2.0
étant	2.1250	1.8000	1.6
êtres	1.8571	1.6667	2.0
belge	2.1667	1.6250	2.2
belges	2.0000	1.7000	2.2
croyance	2.2500	1.2000	1.8
croyances	1.8889	1.8182	2.0
croyez	2.1429	1.6667	2.0
a cru	2.1429	1.5556	1.6
croit	2.2857	1.5556	1.8
croire	2.3333	2.1250	1.4
rabaisser	1.3333	2.0000	1.2
cloche	2.1667	1.5000	3.0
ventre	1.9000	1.5833	3.0
appartenir	2.2857	1.4444	2.0
appartenait	2.0000	1.4000	1.6
qui appartiennent	2.0000	1.8182	2.0
fait parti	2.3333	1.6364	2.0
aimé	2.2500	1.7000	2.0
au dessous de	1.4444	1.6364	2.6
ceinture	1.4444	1.6364	3.0
banc	1.7500	1.0000	3.0
pliez	1.7500	1.8000	2.4
sous	1.8333	1.3750	2.0
bénéfique	2.3333	1.2500	1.6
avantage	2.4286	1.5556	2.2
avantages	2.4444	1.7273	1.8
sont	1.7000	1.9167	2.8
implorant	1.7000	2.0833	1.0
à côté de	2.0000	1.2857	2.6
outre	1.7500	1.3333	1.4
abruti	1.4000	1.5714	1.4
meilleur	2.5455	2.0769	2.2
mais	1.5000	1.3750	3.0
meilleur	2.5000	1.5000	2.4
entre	1.6667	1.6250	2.6
au-delà	1.8333	1.6250	2.4
bible	2.0000	1.8182	3.0
biblique	2.0000	1.8889	1.8
offre	2.0000	2.1818	1.8
manière	1.8571	1.4444	1.4
gros	2.0000	1.6364	2.2
plus gros	2.1667	1.7500	2.2
le plus grand	2.3333	1.7500	2.4
bigwigs	1.7778	1.9091	2.0
bicyclette	2.1000	2.3333	3.0
vélos	2.1429	2.3333	3.0
cyclisme	2.3333	2.8182	3.0
facture	1.7778	1.6364	3.0
panneau publicitaire	1.8750	1.4000	3.0
milliard	2.2222	2.0909	1.8
factures	1.5000	1.7000	3.0
contraignant	1.6667	1.7500	1.8
frénésie	1.2857	1.8889	1.8
la biographie	1.8333	1.3750	2.6
biologique	1.6000	1.4286	2.0
bouleaux	1.8889	1.7273	2.2
oiseau	2.2857	2.0000	3.0
